bloque_master_num,bloque_master_label,db_region,db_zona,db_bloque,par,punto_a_negro,punto_b_rojo,tipo,patogeno,enfermedades,variante_visual,requiere_diagonal,zona_sensible,cobertura_anatomica,vista_anatomica,fuente_principal,fuente_secundaria,estado,numero_asignado,archivo_propuesto,archivo_existente
2,CUELLO,Cabeza,Cuello,Garganta Central,Duodeno - Laringe,Duodeno,Laringe,Hongo,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,403,403_Duodeno_Laringe.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,Testículo - Angina,Testículo,Angina,Bacteria,Streptococcus A,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,404,404_Testiculo_Angina.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,Testículo Derecho - Angina,Testículo Derecho,Angina,Bacteria,Streptococcus Pyrogenes,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,405,405_Testiculo_Derecho_Angina.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,Testículo - Garganta,Testículo,Garganta,Bacteria,Yersinia pestis,,Par normal (dos puntos distintos),SÍ,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,406,406_Testiculo_Garganta.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,Vagina - Angina,Vagina,Angina,Bacteria,,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,407,407_Vagina_Angina.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,Vagina - Garganta,Vagina,Garganta,Bacteria,Yersi nia pesti s y Stap hyloc,,Par normal (dos puntos distintos),SÍ,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,408,408_Vagina_Garganta.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,Epoglotis - Nariz,Epoglotis,Nariz,Sin clasificar,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,409,409_Epoglotis_Nariz.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,Angina - Cerebelo,Angina,Cerebelo,,MMJ B,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,410,410_Angina_Cerebelo.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,Hioides - Hioides,Hioides,Hioides,,,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,411,411_Hioides_Hioides.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,ECM - ECM,ECM,ECM,,Disfu nció n S. N. Simp ática,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,412,412_ECM_ECM.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,ECM - Riñón IZQ,ECM,Riñón IZQ,Especial/Disfunción,Espe cial,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,413,413_ECM_Rinon_IZQ.png,
2,CUELLO,Cabeza,Cuello,Garganta Central,Carótida - Pudendo,Carótida,Pudendo,Virus,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,✅ TIENE FICHA APROBADA,80,080_Carotida_Pudendo.png,080_Carotida_Pudendo.png
2,CUELLO,Cabeza,Cuello,Garganta Central,Ojo Derecho - Garganta,Ojo Derecho,Garganta,Sin clasificar,Helicobacter Pylori,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,414,414_Ojo_Derecho_Garganta.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Tiroides,Tiroides,Tiroides,Parásito,Disfu nció nGlan dular,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,415,415_Tiroides_Tiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Bulbo,Tiroides,Bulbo,Virus,Meni ngiti s. Meni ngoc occu s,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,416,416_Tiroides_Bulbo.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Hueco de Garganta - Glúteo IZQ,Hueco de Garganta,Glúteo IZQ,,,,Par normal (dos puntos distintos),SÍ,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,417,417_Hueco_de_Garganta_Gluteo_IZQ.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Paratiroides - Paratiroides,Paratiroides,Paratiroides,Disfunción,,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,418,418_Paratiroides_Paratiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Cuello - Cuello,Cuello,Cuello,Complejo,Blast ocisti shomi nis,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,✅ TIENE FICHA APROBADA,20,020_Cuello_Cuello_CORRECTO.png,020_Cuello_Cuello_CORRECTO.png
2,CUELLO,Cabeza,Cuello,Garganta Baja,Garganta - Vejiga,Garganta,Vejiga,Hongo,Mico sis,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,419,419_Garganta_Vejiga.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Timo,Tiroides,Timo,Especial/Disfunción,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,420,420_Tiroides_Timo.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Tallo Cerebral,Tiroides,Tallo Cerebral,Virus,Encefalitis,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,421,421_Tiroides_Tallo_Cerebral.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Bulbo Raquídeo,Tiroides,Bulbo Raquídeo,Virus,Meningitis,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,422,422_Tiroides_Bulbo_Raquideo.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Duodeno,Tiroides,Duodeno,Disfunción,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,423,423_Tiroides_Duodeno.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Cuádriceps Izquierdo,Tiroides,Cuádriceps Izquierdo,Disfunción,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,424,424_Tiroides_Cuadriceps_Izquierdo.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Escápula Derecha,Tiroides,Escápula Derecha,Disfunción,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,425,425_Tiroides_Escapula_Derecha.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Disfunción Tiroides,Tiroides,Disfunción Tiroides,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,426,426_Tiroides_Disfuncion_Tiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides Derecha - Paratiroides Izquierda,Tiroides Derecha,Paratiroides Izquierda,Disfunción,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,427,427_Tiroides_Derecha_Paratiroides_Izquierda.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Paratiroides Derecha - Riñón Derecho,Paratiroides Derecha,Riñón Derecho,Emocional/Psicoemocional,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,428,428_Paratiroides_Derecha_Rinon_Derecho.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Paratiroides Derecho - Corazón,Paratiroides Derecho,Corazón,Emocional/Psicoemocional,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,429,429_Paratiroides_Derecho_Corazon.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Paratiroides Derecho - Tiroides 1ra,Paratiroides Derecho,Tiroides 1ra,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,430,430_Paratiroides_Derecho_Tiroides_1ra.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Pómulo Derecho - Tiroides,Pómulo Derecho,Tiroides,Reservorio,Generales Reservorio,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,431,431_Pomulo_Derecho_Tiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Pómulo - Tiroides,Pómulo,Tiroides,Sin clasificar,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,432,432_Pomulo_Tiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Riñón Izquierdo - Tiroides,Riñón Izquierdo,Tiroides,Emocional/Psicoemocional,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,433,433_Rinon_Izquierdo_Tiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Bulbo Raquídeo - Tiroides,Bulbo Raquídeo,Tiroides,Virus,Meningitis,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,434,434_Bulbo_Raquideo_Tiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Cuello - Blastocystis Hominis,Cuello,Blastocystis Hominis,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,435,435_Cuello_Blastocystis_Hominis.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Cuello - Pneumocystis Carini,Cuello,Pneumocystis Carini,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,436,436_Cuello_Pneumocystis_Carini.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Duodeno - Tiroides,Duodeno,Tiroides,Disfunción,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,437,437_Duodeno_Tiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Duodeno Tiroides - Obesidad Extrema,Duodeno Tiroides,Obesidad Extrema,Especial/Disfunción,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,438,438_Duodeno_Tiroides_Obesidad_Extrema.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Muñeca Derecha - Tiroides,Muñeca Derecha,Tiroides,Especial/Disfunción,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,439,439_Muneca_Derecha_Tiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Vesícula - Paratiroides,Vesícula,Paratiroides,Disfunción,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,440,440_Vesicula_Paratiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Páncreas,Tiroides,Páncreas,,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,441,441_Tiroides_Pancreas.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides - Hígado,Tiroides,Hígado,,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,442,442_Tiroides_Higado.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Tiroides Derecha - Tiroides Izquierda,Tiroides Derecha,Tiroides Izquierda,,,,Bilateral real (derecho/izquierdo),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,443,443_Tiroides_Derecha_Tiroides_Izquierda.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Paratiroides - Riñón Contralateral,Paratiroides,Riñón Contralateral,Sin clasificar,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,444,444_Paratiroides_Rinon_Contralateral.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,MUÑECA IZQUIERDA - Tiroides,MUÑECA IZQUIERDA,Tiroides,Especial/Disfunción,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,445,445_MUNECA_IZQUIERDA_Tiroides.png,
2,CUELLO,Cabeza,Cuello,Garganta Baja,Cuello de Fémur - Cuello,Cuello de Fémur,Cuello,Hongo,Cándida,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,446,446_Cuello_de_Femur_Cuello.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Nervio Vago - Nervio Vago,Nervio Vago,Nervio Vago,Especial/Disfunción,,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,447,447_Nervio_Vago_Nervio_Vago.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Nervio Vago - Cardias,Nervio Vago,Cardias,Sin clasificar,Disfu nció n,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,448,448_Nervio_Vago_Cardias.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Nervio Vago - Riñón RAS,Nervio Vago,Riñón RAS,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,449,449_Nervio_Vago_Rinon_RAS.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Nudo - Nudo,Nudo,Nudo,,,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,450,450_Nudo_Nudo.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Plexo Cervical - Plexo Cervical,Plexo Cervical,Plexo Cervical,Bacteria,Streptococcus faecalis,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,✅ TIENE FICHA APROBADA,47,047_Plexo_cervical_plexo_cervical.png,047_Plexo_cervical_plexo_cervical.png
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Plexo Cervical - Deltoides,Plexo Cervical,Deltoides,Emocional/Psicoemocional,Bala ntadi umTifo,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,451,451_Plexo_Cervical_Deltoides.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Esternocleidomastoideo Derecho - Clavícula,Esternocleidomastoideo Derecho,Clavícula,Virus,Guillain Barre o Polirradiculo RESERVORIO,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,452,452_Esternocleidomastoideo_Derecho_Clavicula.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Esternocleidomastoideo Derecho - Piloro,Esternocleidomastoideo Derecho,Piloro,Sin clasificar,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,453,453_Esternocleidomastoideo_Derecho_Piloro.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Esternocleidomastoideo Derecho - Timo,Esternocleidomastoideo Derecho,Timo,Sin clasificar,Epstein Barr y Guillian Barre RESERVORIO,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,454,454_Esternocleidomastoideo_Derecho_Timo.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Esternocleidomastoideo Izquierdo - Esternón,Esternocleidomastoideo Izquierdo,Esternón,Virus,Guillain Barre o Polirradiculo RESERVORIO,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,455,455_Esternocleidomastoideo_Izquierdo_Esternon.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Esternocleidomastoideo Izquierdo - Riñón,Esternocleidomastoideo Izquierdo,Riñón,Sin clasificar,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,456,456_Esternocleidomastoideo_Izquierdo_Rinon.png,
2,CUELLO,Cabeza,Cuello,Garganta Lateral,Esternocleidomastoideo Izquierdo - Clavícula,Esternocleidomastoideo Izquierdo,Clavícula,Virus,Guillain Barre o Polirradiculo RESERVORIO,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del cuello y garganta,Tablas Holoacademia (Lavín) - Sección Cabeza,Manual Biomagnetismo Mod.2 - Cabeza/Cuello,⏳ PENDIENTE - GENERAR,457,457_Esternocleidomastoideo_Izquierdo_Clavicula.png,
